Folder Name,Place Name,Confidence Score,Biblical References URLs,Biblical References,Coordinates,US Matching Cities,US Matching States,Place Type,Confidence Numeric
Sharon 1,Sharon,Most Likely,https://www.biblegateway.com/passage/?search=Song.2.1&amp;version=ESV,Song of Songs 2:1,"34.768703,32.094861 34.995666,32.087121 35.114468,32.559525 34.912206,32.585153 34.768703,32.094861","Sharon (Connecticut) - town: 41.8792599,-73.4767897; Sharon (Pennsylvania) - town: 41.2331116,-80.4934035; Sharon (Massachusetts) - town: 42.1237328,-71.1787282; Sharon (Kansas) - village: 37.2486335,-98.4206316; Sharon (Georgia) - hamlet: 33.5598553,-82.7948629; Sharon (Vermont) - village: 43.7842237,-72.4535483; Sharon (New Hampshire) - town: 42.8131405,-71.9156337; Sharon (North Dakota) - hamlet: 47.5972143,-97.8939815; Sharon (Wisconsin) - village: 42.5025165,-88.7289927; Sharon (Tennessee) - town: 36.2336118,-88.8252514; Sharon (West Virginia) - hamlet: 38.1595489,-81.4470587; Sharon (South Carolina) - town: 34.9509674,-81.3409156; Sharon (New York) - village: 42.7611857,-74.5326385; Sharon (Oklahoma) - town: 36.2756654,-99.3382051; Sharon (Virginia) - hamlet: 36.658471,-79.5303057; Sharon (Indiana) - hamlet: 40.5536484,-86.3913861; Sharon (California) - hamlet: 37.098001,-120.1298908; Sharon (Ohio) - village: 39.7360849,-81.564966; Sharon (Michigan) - hamlet: 44.5836206,-85.0739355; Sharon (Missouri) - hamlet: 39.3005802,-93.1332554; Sharon (Louisiana) - hamlet: 32.7718133,-92.7640429; Sharon (North Carolina) - hamlet: 36.4957085,-76.3096618; Sharon (Iowa) - hamlet: 40.7264223,-91.6604395; Sharon (Mississippi) - hamlet: 32.65847,-89.9361935; Sharon (Tennessee) - hamlet: 35.7567647,-88.5159073; Sharon (Maryland) - hamlet: 39.6039949,-76.4110731; Sharon (Georgia) - hamlet: 31.8801669,-83.1374154; Sharon (Ohio) - hamlet: 39.0611831,-82.6732218; Sharon (South Carolina) - hamlet: 34.1348388,-82.4145715; Sharon (North Carolina) - hamlet: 35.2495716,-81.5887041; Sharon (North Carolina) - hamlet: 35.7754112,-81.0670235; Sharon (North Carolina) - hamlet: 35.3382189,-77.502466; Sharon (Iowa) - hamlet: 41.6741538,-94.9955443; Sharon Township (Michigan) - town: 42.2054427,-84.0712238; New Sharon (Iowa) - village: 41.4697362,-92.6514305",California; Connecticut; Georgia; Indiana; Iowa; Kansas; Louisiana; Maryland; Massachusetts; Michigan; Mississippi; Missouri; New Hampshire; New York; North Carolina; North Dakota; Ohio; Oklahoma; Pennsylvania; South Carolina; Tennessee; Vermont; Virginia; West Virginia; Wisconsin,hamlet; town; village,100
Shen (Jeshanah),Shen,Most Likely,https://www.biblegateway.com/passage/?search=1Sam.7.12&amp;version=ESV,I Samuel 7:12,"35.26029,31.99855","Shenandoah Junction (West Virginia) - village: 39.3601871,-77.8505621",West Virginia,village,100
Shiloh,Shiloh,Most Likely,https://www.biblegateway.com/passage/?search=Ps.78.60&amp;version=ESV,Psalms 78:60,"35.289536,32.055703","Shiloh (Illinois) - town: 38.5614383,-89.8973233; Shiloh (Georgia) - village: 32.8101325,-84.6960378; Shiloh (Alabama) - hamlet: 34.4625878,-85.8796945; Shiloh (New Jersey) - village: 39.4589914,-75.2996275; Shiloh (West Virginia) - hamlet: 37.7995565,-81.392605; Shiloh (Ohio) - hamlet: 39.8123274,-84.22466624582917; Shiloh (Ohio) - village: 40.9669947,-82.6005477; Shiloh (Tennessee) - hamlet: 35.1153617,-88.3617085; Shiloh (West Virginia) - hamlet: 39.4561875,-81.0114985; Shiloh (Kentucky) - hamlet: 36.6858878,-88.2136451; Shiloh (Virginia) - hamlet: 38.2215186,-77.1110866; Shiloh (Virginia) - hamlet: 38.5037351,-77.5063732; Shiloh (Virginia) - hamlet: 37.0248437,-80.7142339; Shiloh (Virginia) - hamlet: 38.0873485,-79.6506027; Shiloh (Michigan) - hamlet: 43.1047543,-85.0850115; Shiloh (Ohio) - hamlet: 39.2300609,-84.1088229; Shiloh (Alabama) - hamlet: 34.8350795,-85.6033005; Shiloh (Arkansas) - hamlet: 34.7606578,-94.1779888; Shiloh (Tennessee) - hamlet: 35.8611767,-86.3305477; Shiloh (Alabama) - hamlet: 33.2573377,-85.7494048; Shiloh (Alabama) - hamlet: 31.1154545,-86.4860642; Shiloh (Alabama) - hamlet: 31.7812721,-85.7441116; Shiloh (Maryland) - hamlet: 38.3642928,-76.9252492; Shiloh (Texas) - hamlet: 30.0930858,-97.3835535; Shiloh (Tennessee) - hamlet: 36.3647753,-87.5014011; Shiloh (Tennessee) - hamlet: 35.832842,-88.207541; Shiloh (Alabama) - hamlet: 32.1273697,-87.735285; Shiloh (Mississippi) - hamlet: 32.0104272,-88.4969773; Shiloh (Mississippi) - hamlet: 34.1339973,-88.5961597; Shiloh (Texas) - hamlet: 30.4924864,-97.2034051; Shiloh (Mississippi) - hamlet: 34.3234376,-88.5272714; Shiloh (Oklahoma) - hamlet: 35.805612,-97.1594774; Shiloh (Texas) - hamlet: 31.611836,-96.45359; Shiloh (Arkansas) - hamlet: 35.1181458,-90.8473366; Shiloh (Louisiana) - hamlet: 30.6871312,-90.5078699; Shiloh (Arkansas) - hamlet: 33.506222,-91.9829126; Shiloh (Arkansas) - hamlet: 35.9500779,-93.3579592",Alabama; Arkansas; Georgia; Illinois; Kentucky; Louisiana; Maryland; Michigan; Mississippi; New Jersey; Ohio; Oklahoma; Tennessee; Texas; Virginia; West Virginia,hamlet; town; village,100
Shunem,Shunem,Most Likely,https://www.biblegateway.com/passage/?search=Josh.19.18&amp;version=ESV,Joshua 19:18,"35.334306,32.605633","Shunem (Iowa) - hamlet: 40.7766884,-92.2974053",Iowa,hamlet,100
Sidon (Zidon),Sidon,Most Likely,https://www.biblegateway.com/passage/?search=Zech.9.2&amp;version=ESV,Zechariah 9:2,"35.371944,33.560985","Sidon (Mississippi) - town: 33.407942500000004,-90.20802695478497; Sidon (Mississippi) - village: 33.4081776,-90.2039727; Sidon (Arkansas) - hamlet: 35.3445266,-91.9393116",Arkansas; Mississippi,hamlet; town; village,100
Siloam,Siloam,Most Likely,https://www.biblegateway.com/passage/?search=Neh.2.14&amp;version=ESV; https://www.biblegateway.com/passage/?search=Neh.3.15&amp;version=ESV,"Nehemiah 2:14, Nehemiah 3:15","35.235,31.770556","Siloam (Georgia) - village: 33.5367968,-83.0809864; Siloam (Kentucky) - hamlet: 38.7353547,-82.8946155; Siloam (New York) - hamlet: 42.9847903,-75.6412926; Siloam (Alabama) - hamlet: 32.4229168,-88.2675277; Siloam (Colorado) - hamlet: 38.2513924,-104.975819; Siloam (Maryland) - hamlet: 38.3278971,-75.6829829; Siloam (Virginia) - hamlet: 36.9106767,-80.9661926; Siloam (North Carolina) - hamlet: 36.2859714,-80.5625602; Siloam (Tennessee) - hamlet: 36.5461561,-86.2127658; Siloam (Mississippi) - hamlet: 33.6367855,-88.7575511; Siloam (Texas) - hamlet: 33.3634523,-94.5732598; Siloam (Texas) - hamlet: 30.4260396,-97.2841605; Siloam (Texas) - hamlet: 31.840983,-98.3386517; Siloam Springs (Arkansas) - town: 36.1881365,-94.5404962; West Siloam Springs (Oklahoma) - town: 36.1761926,-94.574942",Alabama; Arkansas; Colorado; Georgia; Kentucky; Maryland; Mississippi; New York; North Carolina; Oklahoma; Tennessee; Texas; Virginia,hamlet; town; village,100
Smyrna,Smyrna,Most Likely,https://www.biblegateway.com/passage/?search=Rev.1.11&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.2.8&amp;version=ESV,"Rev:1:11, Rev:2:8","27.137778,38.418889","Smyrna (Delaware) - town: 39.2998339,-75.6046494; Smyrna (Georgia) - city: 33.883887,-84.5147454; Smyrna (Tennessee) - town: 35.967098500000006,-86.52459057232963; Smyrna (Maine) - town: 46.1297046,-68.1642881; Village of Smyrna (New York) - hamlet: 42.6872921,-75.5707376; Smyrna (South Carolina) - town: 35.04196445,-81.40943051199227; Town of Smyrna (New York) - hamlet: 42.6872921,-75.5707376; Smyrna (Indiana) - hamlet: 39.26394,-85.3771883; Smyrna (Ohio) - hamlet: 40.1717348,-81.2437194; Smyrna (Indiana) - village: 38.7820028,-85.4807936; Smyrna (Michigan) - hamlet: 43.0594759,-85.2627949; Smyrna (Florida) - hamlet: 30.5999151,-85.677986; Smyrna (South Carolina) - hamlet: 34.2734697,-81.707887; Smyrna (Louisiana) - hamlet: 32.0921077,-93.8887968; Smyrna (Texas) - hamlet: 33.0781877,-94.0843508; Smyrna (Texas) - hamlet: 32.7262502,-94.6304825; Smyrna (Texas) - hamlet: 32.8490117,-95.8219087; Smyrna (Nebraska) - hamlet: 40.118623,-98.0672654; Smyrna (Texas) - hamlet: 33.4767753,-97.7336434; Smyrna (Washington) - hamlet: 46.8393024,-119.6622581; Smyrna (Alabama) - hamlet: 33.4567787,-85.445786; Smyrna (Iowa) - hamlet: 40.9422219,-93.609661; Smyrna (Arkansas) - hamlet: 34.0623237,-93.3387876; Smyrna (Arkansas) - hamlet: 35.6509126,-92.9198925; Smyrna (Arkansas) - hamlet: 35.2509178,-91.8445854; Smyrna (Mississippi) - hamlet: 31.8701604,-90.509262; Smyrna (Mississippi) - hamlet: 32.9887417,-89.4853507; Smyrna (Tennessee) - hamlet: 35.9564512,-88.3317132; Smyrna (Tennessee) - hamlet: 35.5770767,-86.6973836; Smyrna (Tennessee) - hamlet: 35.6328484,-85.7138683; Smyrna (Tennessee) - hamlet: 36.5608986,-85.1663453; Smyrna (Georgia) - hamlet: 33.5981814,-83.4048862; Smyrna (South Carolina) - town: 35.0426324,-81.4061959; Smyrna (North Carolina) - hamlet: 34.7588803,-76.527583",Alabama; Arkansas; Delaware; Florida; Georgia; Indiana; Iowa; Louisiana; Maine; Michigan; Mississippi; Nebraska; New York; North Carolina; Ohio; South Carolina; Tennessee; Texas; Washington,city; hamlet; town; village,100
Sodom,Sodom,Most Likely,https://www.biblegateway.com/passage/?search=Zeph.2.9&amp;version=ESV,Zephaniah 2:9,"35.408824,31.314783 35.305248,30.924507 35.479241,30.90329 35.546828,31.303317 35.408824,31.314783","Sodom (West Virginia) - hamlet: 37.916493,-81.8331758; Sodom (New York) - hamlet: 41.4020386,-73.591238",New York; West Virginia,hamlet,100
"South 1 (Negev, Negeb)",South,Most Likely,https://www.biblegateway.com/passage/?search=Zech.7.7&amp;version=ESV,Zechariah 7:7,"34.840833,31.244722","South (Kentucky) - hamlet: 37.3292167,-86.3646994",Kentucky,hamlet,100
South Gate,South Gate,Most Likely,https://www.biblegateway.com/passage/?search=1Chr.26.15&amp;version=NIV,I Chronicles 26:15,"35.234167,31.776667","South Gate (California) - city: 33.9463456,-118.200981; South Gate (Indiana) - hamlet: 39.3211638,-84.9566235",California; Indiana,city; hamlet,100
Spain,Spain,Most Likely,https://www.biblegateway.com/passage/?search=Rom.15.24&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rom.15.28&amp;version=ESV,"Rom:15:24, Rom:15:28","-1.927994,43.341489 -3.510451,43.663214 -7.984571,43.909061 -9.592818,43.166065 -8.865002,41.04423 -9.805025,38.672948 -9.02412,38.356384 -9.233945,36.894223 -7.855718,36.6784 -7.323612,37.05308 -6.792985,36.894482 -5.997221,35.915235 -5.63588,35.930215 -5.314237,35.989189 -4.261698,36.51723 -2.034662,36.499076 -1.403817,37.232246 -0.504093,37.444006 0.362429,38.74489 -0.027561,39.330489 1.238274,40.847495 3.364906,41.814738 3.441922,42.317559 0.236568,42.641819 -1.927994,43.341489","Spain (Georgia) - hamlet: 30.864639,-83.537938; Spain (South Dakota) - hamlet: 45.7030061,-97.7859363",Georgia; South Dakota,hamlet,100
Syria 2,Syria,Most Likely,https://www.biblegateway.com/passage/?search=Matt.4.24&amp;version=ESV,Matt:4:24,"34.907114,32.609146 35.106525,32.738525 35.348802,33.058042 35.628878,33.090721 35.661506,32.867721 36.014507,32.977926 36.768294,32.796867 39.200086,35.861585 38.838291,35.932055 38.732104,35.872179 38.671227,35.858262 38.149296,36.02877 38.049572,36.150511 38.177048,36.272499 38.27423,36.584494 37.878477,37.159914 38.628958,37.593916 39.063691,37.995499 38.288066,37.93924 37.134934,37.533575 36.692493,37.306031 36.18674,36.652618 35.73656,36.331767 35.960803,36.013739 35.850667,35.887153 35.779594,35.862728 35.820202,35.745349 35.698373,35.573047 35.764835,35.486593 35.899028,35.416249 35.910862,35.205749 35.843789,34.885555 35.970253,34.54345 35.796768,34.468722 35.794593,34.414795 35.71984,34.393728 35.705333,34.329759 35.644487,34.329961 35.60704,34.148045 35.629133,34.091962 35.553099,33.917605 35.432605,33.910744 35.461497,33.843556 35.413938,33.706788 35.2644,33.467296 35.17255,33.197354 35.075434,33.098082 35.038225,32.93385 35.028692,32.827364 34.999149,32.85699 34.932078,32.839611 34.907114,32.609146","Syria (Indiana) - hamlet: 38.5861665,-86.4016531; Syria (Virginia) - hamlet: 38.4879035,-78.3261152",Indiana; Virginia,hamlet,100
Tabor 3,Tabor,Most Likely,https://www.biblegateway.com/passage/?search=1Sam.10.3&amp;version=ESV,I Samuel 10:3,"35.24139,31.94076 35.23917,31.94067 35.23698,31.94037 35.23484,31.93988 35.23277,31.93921 35.23079,31.93835 35.22893,31.93733 35.22721,31.93614 35.22564,31.93481 35.22424,31.93335 35.22303,31.93177 35.22203,31.93009 35.22123,31.92833 35.22066,31.92652 35.22031,31.92466 35.2202,31.92278 35.22031,31.9209 35.22066,31.91904 35.22124,31.91722 35.22203,31.91546 35.22304,31.91378 35.22425,31.9122 35.22564,31.91074 35.22721,31.90941 35.22894,31.90823 35.2308,31.9072 35.23277,31.90635 35.23484,31.90567 35.23698,31.90518 35.23917,31.90489 35.24139,31.90479 35.2436,31.90489 35.24579,31.90518 35.24794,31.90567 35.25001,31.90635 35.25198,31.9072 35.25384,31.90823 35.25557,31.90941 35.25714,31.91074 35.25853,31.9122 35.25974,31.91378 35.26075,31.91546 35.26154,31.91722 35.26212,31.91904 35.26246,31.9209 35.26258,31.92278 35.26246,31.92466 35.26212,31.92652 35.26154,31.92833 35.26075,31.93009 35.25974,31.93177 35.25854,31.93335 35.25714,31.93481 35.25557,31.93614 35.25385,31.93733 35.25199,31.93835 35.25001,31.93921 35.24794,31.93988 35.2458,31.94037 35.2436,31.94067 35.24139,31.94076","Tabor (Iowa) - village: 40.8983847,-95.6712275; Tabor (South Dakota) - village: 42.9486088,-97.658954; Tabor (Minnesota) - village: 48.0791435,-96.8628456; Tabor (Alabama) - hamlet: 34.1514844,-85.918026; Tabor (Ohio) - hamlet: 40.5531188,-81.1526017; Tabor (Oklahoma) - hamlet: 35.8017523,-96.2636131; Tabor (Tennessee) - hamlet: 36.0222896,-85.0430141; Tabor (South Carolina) - hamlet: 34.5939878,-83.1412659; Tabor (Texas) - hamlet: 30.795749,-96.3710744; Tabor (Illinois) - hamlet: 40.1805948,-89.134809; Tabor (Kansas) - hamlet: 39.8569485,-97.5169851",Alabama; Illinois; Iowa; Kansas; Minnesota; Ohio; Oklahoma; South Carolina; South Dakota; Tennessee; Texas,hamlet; village,100
Tadmor,Tadmor,Most Likely,https://www.biblegateway.com/passage/?search=2Chr.8.4&amp;version=ESV,II Chronicles 8:4,"38.274,34.547","Tadmor (Texas) - hamlet: 31.4290693,-95.1757726",Texas,hamlet,100
Tarsus,Tarsus,Most Likely,https://www.biblegateway.com/passage/?search=Acts.9.11&amp;version=ESV; https://www.biblegateway.com/passage/?search=Acts.9.30&amp;version=ESV; https://www.biblegateway.com/passage/?search=Acts.11.25&amp;version=ESV; https://www.biblegateway.com/passage/?search=Acts.21.39&amp;version=ESV; https://www.biblegateway.com/passage/?search=Acts.22.3&amp;version=ESV,"Acts:9:11, Acts:9:30, Acts:11:25, Acts:21:39, Acts:22:3","34.892056,36.913028","Tarsus (Tennessee) - hamlet: 36.4236628,-87.53918; Tarsus (Arkansas) - hamlet: 35.0900917,-90.4073224; Tarsus (Alabama) - hamlet: 33.6364923,-85.9110781",Alabama; Arkansas; Tennessee,hamlet,100
Tekoa,Tekoa,Most Likely,https://www.biblegateway.com/passage/?search=Neh.3.5&amp;version=NIV; https://www.biblegateway.com/passage/?search=Neh.3.27&amp;version=NIV,"Nehemiah 3:5, Nehemiah 3:27","35.21048,31.63247","Tekoa (Washington) - village: 47.2233681,-117.070875",Washington,village,100
Teman,Teman,Most Likely,https://www.biblegateway.com/passage/?search=Obad.1.9&amp;version=ESV,Obadiah 1:9,"35.484847,30.330994","Teman (Virginia) - hamlet: 37.9370838,-77.6285984",Virginia,hamlet,100
Thebes (No),Thebes,Most Likely,https://www.biblegateway.com/passage/?search=Nah.3.8&amp;version=ESV; https://www.biblegateway.com/passage/?search=Nah.3.10&amp;version=NLT,"Nahum 3:8, Nahum 3:10","32.610278,25.720556","Thebes (Illinois) - village: 37.2208838,-89.4609209; Thebes (Arkansas) - hamlet: 33.2862293,-91.5842898",Arkansas; Illinois,hamlet; village,100
Thyatira,Thyatira,Most Likely,https://www.biblegateway.com/passage/?search=Rev.1.11&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.2.18&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.2.24&amp;version=ESV,"Rev:1:11, Rev:2:18, Rev:2:24","27.83655,38.92021","Thyatira (Mississippi) - hamlet: 34.6339906,-89.7556424; Thyatira (Georgia) - hamlet: 34.1412203,-83.5332195",Georgia; Mississippi,hamlet,100
Tigris (Hiddekel),Tigris,Most Likely,https://www.biblegateway.com/passage/?search=Gen.2.14&amp;version=ESV,Genesis 2:14,"39.53881,38.47307 39.6221,38.45823 39.70029,38.33975 39.99664,38.37056 40.173,38.24769 40.18636,38.16192 40.13415,38.11487 40.25671,38.08473 40.24093,37.8383 40.62362,37.85049 40.75523,37.79832 40.85028,37.83877 41.23597,37.71856 41.77458,37.73292 41.89776,37.5782 41.83772,37.5199 41.86563,37.41775 42.14003,37.38515 42.2046,37.2804 42.34066,37.23563 42.37106,37.0515 42.44693,36.96308 42.51539,36.96645 42.49806,36.84493 42.88866,36.6848 42.74793,36.50603 42.93245,36.49325 42.99376,36.3988 43.11411,36.39376 43.30768,36.13887 43.36851,35.88744 43.28724,35.78066 43.32544,35.70384 43.24289,35.63821 43.26224,35.41062 43.37104,35.34004 43.35279,35.2798 43.43071,35.25193 43.38706,35.20794 43.57449,35.03533 43.50816,34.94418 43.76493,34.51689 43.8161,34.22348 43.94614,34.08128 44.17537,34.06952 44.22534,33.99563 44.26639,34.04402 44.45482,33.92986 44.38223,33.76319 44.4369,33.70141 44.3006,33.5327 44.33107,33.38745 44.41558,33.30796 44.36993,33.26527 44.45095,33.28473 44.48643,33.16986 44.5672,33.13941 44.57738,33.03115 44.61205,33.08259 44.65995,32.99985 44.73964,33.02689 44.71403,32.9626 44.78246,32.99549 44.7973,32.92103 44.84051,32.97645 44.84254,32.92863 44.99943,32.85658 45.0721,32.89702 45.0299,32.85114 45.09045,32.77621 45.29675,32.73949 45.24779,32.68197 45.34421,32.67961 45.41904,32.55588 45.51556,32.58967 45.52523,32.52008 45.59926,32.5672 45.58526,32.53117 45.6517,32.56133 45.83862,32.48637 45.96544,32.60472 46.14071,32.65608 46.25329,32.55132 46.71673,32.45984 46.76068,32.35022 46.70322,32.31731 46.68752,32.19458 46.73163,32.11354 46.87358,32.07486 46.94816,31.87546 47.14638,31.85445 47.18909,31.6201 47.4369,31.38488 47.44235,31.00471","Tigris (Missouri) - hamlet: 37.0228306,-92.771281",Missouri,hamlet,100
Tirzah,Tirzah,Most Likely,https://www.biblegateway.com/passage/?search=Song.6.4&amp;version=ESV,Song of Songs 6:4,"35.3378,32.2874","Tirzah (South Carolina) - hamlet: 34.9962513,-81.1434082",South Carolina,hamlet,100
Almon,Almon,Most Likely,https://www.biblegateway.com/passage/?search=Josh.21.18&amp;version=ESV,Joshua 21:18,"35.273498,31.824903","Town of Almon (Wisconsin) - village: 44.9064049,-88.991612; Almon (Missouri) - hamlet: 37.9580889,-93.0946372; Almon (Georgia) - hamlet: 33.6192798,-83.92213",Georgia; Missouri; Wisconsin,hamlet; village,100
"Greece (Javan, Grecia)",Greece,Most Likely,https://www.biblegateway.com/passage/?search=Zech.9.13&amp;version=ESV,Zechariah 9:13,"19.3488,39.818485 20.431213,37.523277 21.850129,36.019669 25.7176,36.223569 24.451902,39.863057 19.3488,39.818485","Town of Greece (New York) - town: 43.2581805,-77.6970101; Town of Greece (New York) - town: 43.2090179,-77.70466498228588",New York,town,100
Malta (Melita),Malta,Most Likely,https://www.biblegateway.com/passage/?search=Acts.28.1&amp;version=ESV,Acts:28:1,"14.500518,35.811697 14.515521,35.806142 14.543007,35.811332 14.549677,35.818053 14.543022,35.813293 14.546941,35.820504 14.538819,35.821293 14.542002,35.815962 14.530725,35.819891 14.533702,35.82709 14.529903,35.830179 14.5447,35.829277 14.545671,35.841161 14.562304,35.819791 14.564001,35.834955 14.559636,35.83775 14.564825,35.837117 14.563754,35.842732 14.572736,35.84081 14.567418,35.845109 14.572209,35.849764 14.563254,35.85359 14.576492,35.86133 14.561713,35.863559 14.575168,35.867573 14.550977,35.888197 14.525315,35.898894 14.526118,35.8876 14.516656,35.892424 14.520104,35.881368 14.514132,35.891074 14.516831,35.880927 14.511777,35.886521 14.496794,35.878815 14.501549,35.880779 14.497864,35.885096 14.520627,35.902932 14.497479,35.89289 14.497323,35.896503 14.491021,35.895012 14.500058,35.89667 14.495634,35.902999 14.499139,35.907388 14.515209,35.907094 14.498874,35.9189 14.493702,35.914569 14.490074,35.919197 14.495027,35.919438 14.495516,35.926993 14.48772,35.926287 14.491088,35.930604 14.47621,35.937954 14.459322,35.937985 14.454831,35.947169 14.450009,35.943201 14.44403,35.951964 14.433207,35.954861 14.421102,35.944749 14.429789,35.960409 14.384774,35.945168 14.389885,35.958878 14.396434,35.958343 14.397123,35.967773 14.379374,35.971473 14.355608,35.966108 14.349969,35.971126 14.376058,35.987385 14.367816,35.998196 14.361777,35.996292 14.364983,35.99196 14.353443,35.991882 14.351186,35.986693 14.328187,35.989743 14.334036,35.983814 14.318908,35.97155 14.335459,35.970304 14.335692,35.961859 14.341668,35.960476 14.337888,35.958366 14.340667,35.951741 14.328496,35.940571 14.344217,35.93352 14.339017,35.927315 14.344043,35.920915 14.334676,35.922936 14.332517,35.917313 14.341137,35.906424 14.328144,35.906351 14.341908,35.873618 14.354418,35.870412 14.35283,35.867141 14.396197,35.84285 14.396231,35.838479 14.415863,35.833802 14.416739,35.828181 14.500518,35.811697","Town of Malta (New York) - town: 42.9711708,-73.792926; Malta (Illinois) - village: 41.9292207,-88.8623138; Malta (Montana) - city: 48.3596948,-107.8726879; Malta (Idaho) - city: 42.3063021,-113.369167; Malta (Ohio) - village: 39.6492377,-81.8620804",Idaho; Illinois; Montana; New York; Ohio,city; town; village,100
Moriah,Moriah,Most Likely,https://www.biblegateway.com/passage/?search=Gen.22.2&amp;version=ESV,Genesis 22:2,"35.23556,31.79576 35.23334,31.79567 35.23116,31.79537 35.22902,31.79488 35.22695,31.79421 35.22498,31.79335 35.22312,31.79233 35.2214,31.79114 35.21983,31.78981 35.21844,31.78835 35.21723,31.78677 35.21623,31.78509 35.21543,31.78333 35.21486,31.78152 35.21451,31.77966 35.2144,31.77778 35.21451,31.7759 35.21486,31.77404 35.21543,31.77222 35.21623,31.77046 35.21723,31.76878 35.21844,31.7672 35.21983,31.76574 35.2214,31.76441 35.22312,31.76323 35.22498,31.7622 35.22695,31.76135 35.22902,31.76067 35.23116,31.76018 35.23334,31.75989 35.23556,31.75979 35.23777,31.75989 35.23995,31.76018 35.24209,31.76067 35.24416,31.76135 35.24613,31.7622 35.24799,31.76323 35.24971,31.76441 35.25128,31.76574 35.25267,31.7672 35.25388,31.76878 35.25488,31.77046 35.25568,31.77222 35.25625,31.77404 35.2566,31.7759 35.25671,31.77778 35.2566,31.77966 35.25625,31.78152 35.25568,31.78333 35.25489,31.78509 35.25388,31.78677 35.25268,31.78835 35.25128,31.78981 35.24972,31.79114 35.24799,31.79233 35.24614,31.79335 35.24416,31.79421 35.2421,31.79488 35.23996,31.79537 35.23777,31.79567 35.23556,31.79576","Town of Moriah (New York) - village: 44.0461764,-73.5053263; Moriah (Illinois) - hamlet: 39.2172604,-87.9394769; Moriah (Alabama) - hamlet: 32.9337338,-86.3458083; Moriah (North Carolina) - hamlet: 36.2576429,-78.8294504",Alabama; Illinois; New York; North Carolina,hamlet; village,100
Tyre,Tyre,Most Likely,https://www.biblegateway.com/passage/?search=Zech.9.2&amp;version=ESV; https://www.biblegateway.com/passage/?search=Zech.9.3&amp;version=ESV; https://www.biblegateway.com/passage/?search=Zech.9.4&amp;version=NLT; https://www.biblegateway.com/passage/?search=Zech.9.5&amp;version=NLT,"Zechariah 9:2, Zechariah 9:3, Zechariah 9:4, Zechariah 9:5","35.196111,33.270833","Town of Tyre (New York) - village: 42.9911757,-76.8021781; Tyre (Michigan) - hamlet: 43.6750164,-82.8910499",Michigan; New York,hamlet; village,100
Tubal,Tubal,Most Likely,https://www.biblegateway.com/passage/?search=Isa.66.19&amp;version=ESV,Isaiah 66:19,"36.253611,37.295556","Tubal (Arkansas) - hamlet: 33.0626375,-92.9196053",Arkansas,hamlet,100
Ur 1,Ur,Most Likely,https://www.biblegateway.com/passage/?search=Neh.9.7&amp;version=ESV,Nehemiah 9:7,"46.104444,30.962222","Ury (West Virginia) - hamlet: 37.65583956241355,-81.31704474505884; Ury (West Virginia) - hamlet: 37.654146371953686,-81.31516233691394",West Virginia,hamlet,100
Babylon 1,Babylon,Most Likely,https://www.biblegateway.com/passage/?search=Zech.2.6&amp;version=NLT; https://www.biblegateway.com/passage/?search=Zech.2.7&amp;version=ESV; https://www.biblegateway.com/passage/?search=Zech.6.10&amp;version=ESV,"Zechariah 2:6, Zechariah 2:7, Zechariah 6:10","44.422222,32.543333","Village of Babylon (New York) - town: 40.6956552,-73.3256753; Town of Babylon (New York) - town: 40.6956552,-73.3256753; Babylon (Illinois) - hamlet: 40.5908734,-90.3492924",Illinois; New York,hamlet; town,100
Ain 1,Ain,Most Likely,https://www.biblegateway.com/passage/?search=Num.34.11&amp;version=ESV,Numbers 34:11,"35.66791,32.71865","Wainwright (Alaska) - village: 70.63790295000001,-160.0150279490063; Ain (Arkansas) - hamlet: 34.208431,-92.3376518",Alaska; Arkansas,hamlet; village,100
Zela (Zelah),Zela,Most Likely,https://www.biblegateway.com/passage/?search=Josh.18.28&amp;version=ESV,Joshua 18:28,"35.209636,31.802528","Zela (West Virginia) - hamlet: 38.2859408,-80.949823",West Virginia,hamlet,100
